access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,178,6.1888666868e+01,6.1881406069e+01,1.7671560564e+08,1.7673634041e+08
read,179,6.1888666868e+01,6.1881402016e+01,1.7671560564e+08,1.7673635199e+08
read,180,6.1888665915e+01,6.1881425142e+01,1.7671560837e+08,1.7673628593e+08
read,181,6.1888671875e+01,6.1881422043e+01,1.7671559135e+08,1.7673629479e+08
read,182,6.1888666868e+01,6.1881414890e+01,1.7671560564e+08,1.7673631521e+08
read,183,6.1888666868e+01,6.1881415844e+01,1.7671560564e+08,1.7673631249e+08
read,184,6.1888670921e+01,6.1881421089e+01,1.7671559407e+08,1.7673629751e+08
read,185,6.1888668060e+01,6.1881421089e+01,1.7671560224e+08,1.7673629751e+08
read,186,6.1888665915e+01,6.1881418943e+01,1.7671560837e+08,1.7673630364e+08
read,187,6.1888664961e+01,6.1881414890e+01,1.7671561109e+08,1.7673631521e+08
read,188,6.1888667822e+01,6.1881419897e+01,1.7671560292e+08,1.7673630092e+08
read,189,6.1888665915e+01,6.1881418943e+01,1.7671560837e+08,1.7673630364e+08
read,190,6.1888667822e+01,6.1881414890e+01,1.7671560292e+08,1.7673631521e+08
read,191,6.1888666868e+01,6.1881412983e+01,1.7671560564e+08,1.7673632066e+08
